date,value,Flow
26/12/2015,1,248.033
26/12/2015,0.6,250.142
26/12/2015,0,252.624
26/12/2015,0,255.115
26/12/2015,0,257.058
26/12/2015,0.2,259.75
26/12/2015,0,261.705
26/12/2015,0,264.132
26/12/2015,0,267.692
26/12/2015,0,271.457
26/12/2015,0,274.861
26/12/2015,0,278.183
26/12/2015,0,280.947
26/12/2015,0,284.198
26/12/2015,0,286.212
26/12/2015,0,288.231
26/12/2015,0,291.124
26/12/2015,0,293.251
26/12/2015,0.4,295.675
26/12/2015,0.2,297.813
26/12/2015,0.4,299.274
26/12/2015,0.4,301.225
26/12/2015,0.8,303.377
26/12/2015,0.4,304.651
26/12/2015,0.8,306.418
26/12/2015,0.8,308.779
26/12/2015,0.4,311.343
26/12/2015,1.2,312.727
26/12/2015,0.6,313.123
26/12/2015,1,314.807
26/12/2015,0.8,315.6
26/12/2015,0,316.891
26/12/2015,0.4,318.88
26/12/2015,0.2,321.173
26/12/2015,0,322.771
26/12/2015,0,324.572
26/12/2015,0.2,325.975
26/12/2015,0.2,327.782
26/12/2015,0,332.012
26/12/2015,0,333.325
26/12/2015,0,334.841
26/12/2015,0,336.462
26/12/2015,0,337.679
26/12/2015,0,338.085
26/12/2015,0,339.711
27/12/2015,0,340.932
27/12/2015,0,341.238
27/12/2015,0,341.645
27/12/2015,0,343.685
27/12/2015,0,343.889
27/12/2015,0,344.298
27/12/2015,0,343.685
27/12/2015,0,343.685
27/12/2015,0,343.583
27/12/2015,0,344.4
27/12/2015,0,343.685
27/12/2015,0,343.583
27/12/2015,0,343.788
27/12/2015,0,343.175
27/12/2015,0,342.563
27/12/2015,0,342.155
27/12/2015,0,341.442
27/12/2015,0,341.035
27/12/2015,0,340.119
27/12/2015,0,339.712
27/12/2015,0,339.102
27/12/2015,0,338.087
27/12/2015,0,337.782
27/12/2015,0,337.985
27/12/2015,0,337.681
27/12/2015,0,336.058
27/12/2015,0,335.349
27/12/2015,0,335.349
27/12/2015,0,334.034
27/12/2015,0,333.023
27/12/2015,0,333.327
27/12/2015,0,331.913
27/12/2015,0,330.904
27/12/2015,0,329.998
27/12/2015,0,328.79
27/12/2015,0,327.584
27/12/2015,0,325.978
27/12/2015,0,324.875
27/12/2015,0,323.274
27/12/2015,0,321.575
27/12/2015,0,320.078
27/12/2015,0,318.286
27/12/2015,0,316.497
27/12/2015,0,314.512
27/12/2015,0,312.434
27/12/2015,0,310.655
27/12/2015,0,307.109
27/12/2015,0,305.341
27/12/2015,0,302.891
27/12/2015,0,299.96
27/12/2015,0,297.136
27/12/2015,0,294.32
27/12/2015,0,290.935
27/12/2015,0,288.717
27/12/2015,0,285.736
27/12/2015,0,282.958
27/12/2015,0,279.425
27/12/2015,0,276.478
27/12/2015,0,273.919
27/12/2015,0,271.368
27/12/2015,0,267.134
27/12/2015,0,263.763
27/12/2015,0,260.22
27/12/2015,0,256.693
27/12/2015,0,253.182
27/12/2015,0,249.229
27/12/2015,0,245.845
27/12/2015,0,241.295
27/12/2015,0,237.947
27/12/2015,0,234.345
27/12/2015,0.2,230.047
27/12/2015,0.4,226.574
27/12/2015,0.4,222.06
27/12/2015,0.2,218.365
27/12/2015,0,214.866
